# Program:featureCounts v2.0.1; Command:"featureCounts" "-T" "12" "-p" "-O" "-Q" "5" "-t" "exon" "-g" "ID" "-a" "PlasmoDB-61_PfalciparumHB3.gff" "-o" "pipeline_output/counts/combined_counts.txt" "pipeline_output/bam/combined.bam" 
Geneid	Chr	Start	End	Strand	Length	pipeline_output/bam/combined.bam
exon_PfHB3_080034300-t41_1-E2	PfHB3_08	1254648	1254668	-	21	31
exon_PfHB3_080034300-t41_1-E1	PfHB3_08	1254794	1254848	-	55	28
exon_PfHB3_040027600-t41_1-E2	PfHB3_04	956155	961241	-	5087	220
exon_PfHB3_040027600-t41_1-E1	PfHB3_04	961390	961444	-	55	3
exon_PfHB3_070008100-t41_1-E1	PfHB3_07	152929	160479	+	7551	328
exon_PfHB3_070008100-t41_1-E2	PfHB3_07	160481	163645	+	3165	207
exon_PfHB3_020013700-t41_1-E1	PfHB3_02	347171	356566	+	9396	3
exon_PfHB3_110026900-t41_1-E1	PfHB3_11	853584	853901	+	318	26
exon_PfHB3_110026900-t41_1-E2	PfHB3_11	854114	854248	+	135	13
exon_PfHB3_090018900-t41_1-E4	PfHB3_09	589473	589760	-	288	72
exon_PfHB3_090018900-t41_1-E3	PfHB3_09	589997	590571	-	575	136
exon_PfHB3_090018900-t41_1-E2	PfHB3_09	590667	590724	-	58	26
exon_PfHB3_090018900-t41_1-E1	PfHB3_09	590841	591176	-	336	52
exon_PfHB3_080014300-t41_1-E1	PfHB3_08	463400	463468	+	69	0
exon_PfHB3_080014300-t41_1-E2	PfHB3_08	463586	464635	+	1050	17
exon_PfHB3_050026400-t41_1-E1	PfHB3_05	887858	889546	-	1689	56
exon_PfHB3_130060400-t41_1-E1	PfHB3_13	2183267	2183524	+	258	186
exon_PfHB3_130060400-t41_1-E2	PfHB3_13	2183688	2184014	+	327	334
exon_PfHB3_130060400-t41_1-E3	PfHB3_13	2184095	2184184	+	90	190
exon_PfHB3_130060400-t41_1-E4	PfHB3_13	2184276	2184326	+	51	90
exon_PfHB3_130043400-t41_1-E1	PfHB3_13	1524465	1524525	+	61	0
exon_PfHB3_130043400-t41_1-E2	PfHB3_13	1524646	1524795	+	150	2
exon_PfHB3_130043400-t41_1-E3	PfHB3_13	1524942	1525021	+	80	3
exon_PfHB3_130043400-t41_1-E4	PfHB3_13	1525139	1525485	+	347	6
exon_PfHB3_130043400-t41_1-E5	PfHB3_13	1525615	1525648	+	34	2
exon_PfHB3_130043400-t41_1-E6	PfHB3_13	1525784	1525870	+	87	0
exon_PfHB3_130043400-t41_1-E7	PfHB3_13	1526062	1526161	+	100	2
exon_PfHB3_130043400-t41_1-E8	PfHB3_13	1526350	1526408	+	59	3
exon_PfHB3_060027700-t41_1-E9	PfHB3_06	902798	902856	-	59	1
exon_PfHB3_060027700-t41_1-E8	PfHB3_06	903011	903070	-	60	15
exon_PfHB3_060027700-t41_1-E7	PfHB3_06	903178	903297	-	120	52
exon_PfHB3_060027700-t41_1-E6	PfHB3_06	903387	903530	-	144	51
exon_PfHB3_060027700-t41_1-E5	PfHB3_06	903825	903866	-	42	16
exon_PfHB3_060027700-t41_1-E4	PfHB3_06	903966	904010	-	45	20
exon_PfHB3_060027700-t41_1-E3	PfHB3_06	904184	904274	-	91	20
exon_PfHB3_060027700-t41_1-E2	PfHB3_06	904431	904603	-	173	10
exon_PfHB3_060027700-t41_1-E1	PfHB3_06	904741	904807	-	67	1
exon_PfHB3_140073800-t41_1-E1	PfHB3_14	2835706	2836428	+	723	200
exon_PfHB3_080036300-t41_1-E1	PfHB3_08	1345566	1345673	+	108	10
exon_PfHB3_080036300-t41_1-E2	PfHB3_08	1345786	1348563	+	2778	593
exon_PfHB3_140044400-t41_1-E1	PfHB3_14	1596277	1597110	+	834	81
exon_PfHB3_100032500-t41_1-E1	PfHB3_10	1117634	1119463	+	1830	4
exon_PfHB3_120032800-t41_1-E1	PfHB3_12	1133174	1133617	+	444	7
exon_PfHB3_130074000-t41_1-E3	PfHB3_13	2727545	2727919	-	375	223
exon_PfHB3_130074000-t41_1-E2	PfHB3_13	2728077	2728167	-	91	173
exon_PfHB3_130074000-t41_1-E1	PfHB3_13	2728285	2728487	-	203	103
exon_PfHB3_120027700-t41_1-E1	PfHB3_12	916327	917717	+	1391	11
exon_PfHB3_120027700-t41_1-E2	PfHB3_12	917876	917984	+	109	4
exon_PfHB3_100033800-t41_1-E1	PfHB3_10	1158073	1158489	-	417	1
exon_PfHB3_130068000-t41_1-E1	PfHB3_13	2501808	2502221	-	414	25
exon_PfHB3_140065000-t41_1-E1	PfHB3_14	2465522	2466091	+	570	20
exon_PfHB3_110046000-t41_1-E1	PfHB3_11	1635717	1637240	+	1524	16
exon_PfHB3_130071600-t41_1-E1	PfHB3_13	2645946	2648195	-	2250	177
exon_PfHB3_130045400:tRNA-t41_1-E1	PfHB3_13	1604640	1604711	+	72	2
exon_PfHB3_100036400-t41_1-E1	PfHB3_10	1246715	1250287	+	3573	870
exon_PfHB3_120051400-t41_1-E1	PfHB3_12	1941840	1943057	+	1218	479
exon_PfHB3_140017400-t41_1-E1	PfHB3_14	504002	504023	+	22	5
exon_PfHB3_140017400-t41_1-E2	PfHB3_14	504218	507036	+	2819	585
exon_PfHB3_040006300-t41_1-E1	PfHB3_04	78895	78966	+	72	0
exon_PfHB3_040006300-t41_1-E2	PfHB3_04	79081	80007	+	927	6
exon_PfHB3_140064200-t41_1-E1	PfHB3_14	2433913	2438106	+	4194	170
exon_PfHB3_140064200-t41_1-E2	PfHB3_14	2438239	2438303	+	65	7
exon_PfHB3_140064200-t41_1-E3	PfHB3_14	2438471	2438589	+	119	9
exon_PfHB3_140064200-t41_1-E4	PfHB3_14	2438785	2438807	+	23	2
exon_PfHB3_110018600-t41_1-E1	PfHB3_11	502659	502939	+	281	23
exon_PfHB3_110018600-t41_1-E2	PfHB3_11	503183	503399	+	217	81
exon_PfHB3_110018600-t41_1-E3	PfHB3_11	503535	503583	+	49	52
exon_PfHB3_110018600-t41_1-E4	PfHB3_11	503750	503898	+	149	52
exon_PfHB3_100006100-t41_1-E2	PfHB3_10	38399	40447	-	2049	539
exon_PfHB3_100006100-t41_1-E1	PfHB3_10	40622	40816	-	195	25
exon_PfHB3_030024200-t41_1-E1	PfHB3_03	777817	779424	+	1608	1029
exon_PfHB3_120050600-t41_1-E1	PfHB3_12	1913601	1913659	+	59	3
exon_PfHB3_120050600-t41_1-E2	PfHB3_12	1913840	1914029	+	190	33
exon_PfHB3_120050600-t41_1-E3	PfHB3_12	1914135	1915181	+	1047	184
exon_PfHB3_030014500-t41_1-E1	PfHB3_03	394507	394557	+	51	10
exon_PfHB3_030014500-t41_1-E2	PfHB3_03	395067	395453	+	387	141
exon_PfHB3_120023900-t41_1-E8	PfHB3_12	731629	732002	-	374	1
exon_PfHB3_120023900-t41_1-E7	PfHB3_12	732159	732227	-	69	0
exon_PfHB3_120023900-t41_1-E6	PfHB3_12	732321	732380	-	60	0
exon_PfHB3_120023900-t41_1-E5	PfHB3_12	732487	732535	-	49	0
exon_PfHB3_120023900-t41_1-E4	PfHB3_12	732741	732797	-	57	0
exon_PfHB3_120023900-t41_1-E3	PfHB3_12	732877	732919	-	43	0
exon_PfHB3_120023900-t41_1-E2	PfHB3_12	733011	733236	-	226	0
exon_PfHB3_120023900-t41_1-E1	PfHB3_12	733353	733524	-	172	0
exon_PfHB3_100018300-t41_1-E1	PfHB3_10	496554	499766	-	3213	578
exon_PfHB3_020006600-t41_1-E4	PfHB3_02	64295	64863	-	569	1006
exon_PfHB3_020006600-t41_1-E3	PfHB3_02	65138	65573	-	436	1019
exon_PfHB3_020006600-t41_1-E2	PfHB3_02	65848	65997	-	150	551
exon_PfHB3_020006600-t41_1-E1	PfHB3_02	66144	66254	-	111	84
exon_PfHB3_080006300:rRNA-t41_1-E1	PfHB3_08	72034	72191	-	158	0
exon_PfHB3_100012100-t41_1-E1	PfHB3_10	249944	250273	+	330	256
exon_PfHB3_060014400-t41_1-E3	PfHB3_06	390274	391436	-	1163	924
exon_PfHB3_060014400-t41_1-E2	PfHB3_06	391587	391688	-	102	178
exon_PfHB3_060014400-t41_1-E1	PfHB3_06	391859	391928	-	70	111
exon_PfHB3_130073300-t41_1-E1	PfHB3_13	2709140	2709176	+	37	148
exon_PfHB3_130073300-t41_1-E2	PfHB3_13	2709350	2709496	+	147	490
exon_PfHB3_130073300-t41_1-E3	PfHB3_13	2709664	2711531	+	1868	4265
exon_PfHB3_040015300-t41_1-E1	PfHB3_04	429546	433268	-	3723	20
exon_PfHB3_090037300-t41_1-E2	PfHB3_09	1271552	1272370	-	819	60
exon_PfHB3_090037300-t41_1-E1	PfHB3_09	1272693	1273088	-	396	22
exon_PfHB3_080027700-t41_1-E1	PfHB3_08	994677	998648	+	3972	14
exon_PfHB3_080027700-t41_1-E2	PfHB3_08	998857	999260	+	404	16
exon_PfHB3_080027700-t41_1-E3	PfHB3_08	999673	999808	+	136	11
exon_PfHB3_020022800-t41_1-E4	PfHB3_02	724634	724884	-	251	9
exon_PfHB3_020022800-t41_1-E3	PfHB3_02	725064	725115	-	52	5
exon_PfHB3_020022800-t41_1-E2	PfHB3_02	725362	725799	-	438	33
exon_PfHB3_020022800-t41_1-E1	PfHB3_02	726045	726368	-	324	29
exon_PfHB3_090015000-t41_1-E1	PfHB3_09	445637	454657	+	9021	589
exon_PfHB3_140062400-t41_1-E1	PfHB3_14	2357185	2359230	-	2046	86
exon_PfHB3_060009300-t41_1-E1	PfHB3_06	172190	174454	+	2265	363
exon_PfHB3_140019400-t41_1-E1	PfHB3_14	571468	572511	-	1044	43
exon_PfHB3_100025200-t41_1-E1	PfHB3_10	786498	790034	+	3537	786
exon_PfHB3_100025200-t41_1-E2	PfHB3_10	790169	790364	+	196	242
exon_PfHB3_100025200-t41_1-E3	PfHB3_10	790830	790936	+	107	133
exon_PfHB3_070005700-t41_1-E2	PfHB3_07	45662	46483	-	822	0
exon_PfHB3_070005700-t41_1-E1	PfHB3_07	46587	46655	-	69	0
exon_PfHB3_020017300-t41_1-E1	PfHB3_02	504465	508151	+	3687	30
exon_PfHB3_100010300-t41_1-E1	PfHB3_10	202610	203159	+	550	7
exon_PfHB3_100010300-t41_1-E2	PfHB3_10	203391	203521	+	131	6
exon_PfHB3_110043200-t41_1-E4	PfHB3_11	1519132	1519287	-	156	37
exon_PfHB3_110043200-t41_1-E3	PfHB3_11	1519514	1519596	-	83	40
exon_PfHB3_110043200-t41_1-E2	PfHB3_11	1519729	1519810	-	82	46
exon_PfHB3_110043200-t41_1-E1	PfHB3_11	1520134	1520199	-	66	41
exon_PfHB3_130007700-t41_1-E1	PfHB3_13	125854	130056	+	4203	9
exon_PfHB3_130007700-t41_1-E2	PfHB3_13	130192	132678	+	2487	8
exon_PfHB3_110016900-t41_1-E1	PfHB3_11	443969	445039	+	1071	164
exon_PfHB3_120006200-t41_1-E1	PfHB3_12	54303	57083	-	2781	10545
exon_PfHB3_060022500-t41_1-E1	PfHB3_06	718653	718817	+	165	1170
exon_PfHB3_060022500-t41_1-E2	PfHB3_06	719030	719311	+	282	1206
exon_PfHB3_080009800-t41_1-E1	PfHB3_08	252434	253912	-	1479	212
exon_PfHB3_120027400-t41_1-E1	PfHB3_12	899998	907269	+	7272	55
exon_PfHB3_110047900-t41_1-E1	PfHB3_11	1694971	1696875	+	1905	17
exon_PfHB3_120041300-t41_1-E2	PfHB3_12	1518799	1519175	-	377	3
exon_PfHB3_120041300-t41_1-E1	PfHB3_12	1519297	1519378	-	82	1
exon_PfHB3_120023400-t41_1-E1	PfHB3_12	711212	713074	+	1863	271
exon_PfHB3_050020700-t41_1-E1	PfHB3_05	665613	666983	-	1371	853
exon_PfHB3_070007600-t41_1-E1	PfHB3_07	116967	116970	+	4	4
exon_PfHB3_070007600-t41_1-E2	PfHB3_07	117072	117136	+	65	20
exon_PfHB3_070007600-t41_1-E3	PfHB3_07	117326	117403	+	78	40
exon_PfHB3_070007600-t41_1-E4	PfHB3_07	117517	117606	+	90	52
exon_PfHB3_070007600-t41_1-E5	PfHB3_07	117747	117841	+	95	71
exon_PfHB3_070007600-t41_1-E6	PfHB3_07	117934	118026	+	93	69
exon_PfHB3_070007600-t41_1-E7	PfHB3_07	118153	118219	+	67	61
exon_PfHB3_070007600-t41_1-E8	PfHB3_07	118359	118495	+	137	69
exon_PfHB3_070007600-t41_1-E9	PfHB3_07	118618	118690	+	73	38
exon_PfHB3_070007600-t41_1-E10	PfHB3_07	118762	118848	+	87	42
exon_PfHB3_080028900-t41_1-E1	PfHB3_08	1046395	1046880	+	486	1
exon_PfHB3_080028900-t41_1-E2	PfHB3_08	1046985	1047568	+	584	1
exon_PfHB3_080028900-t41_1-E3	PfHB3_08	1047695	1047732	+	38	0
exon_PfHB3_080028900-t41_1-E4	PfHB3_08	1047860	1048132	+	273	0
exon_PfHB3_080028900-t41_1-E5	PfHB3_08	1048309	1048412	+	104	0
exon_PfHB3_130056400-t41_1-E2	PfHB3_13	2034988	2036536	-	1549	1082
exon_PfHB3_130056400-t41_1-E1	PfHB3_13	2036768	2036970	-	203	154
exon_PfHB3_100011600-t41_1-E4	PfHB3_10	237246	237383	-	138	4
exon_PfHB3_100011600-t41_1-E3	PfHB3_10	237563	237614	-	52	0
exon_PfHB3_100011600-t41_1-E2	PfHB3_10	237688	237754	-	67	0
exon_PfHB3_100011600-t41_1-E1	PfHB3_10	238076	238169	-	94	2
exon_PfHB3_080012900-t41_1-E1	PfHB3_08	377976	382016	+	4041	4
exon_PfHB3_140068600-t41_1-E1	PfHB3_14	2594557	2596980	-	2424	50
exon_PfHB3_140056000-t41_1-E1	PfHB3_14	2090046	2092646	+	2601	113
exon_PfHB3_130059100-t41_1-E1	PfHB3_13	2139565	2141687	+	2123	161
exon_PfHB3_130059100-t41_1-E2	PfHB3_13	2141837	2141957	+	121	20
exon_PfHB3_130059100-t41_1-E3	PfHB3_13	2142163	2142567	+	405	33
exon_PfHB3_120023100-t41_1-E1	PfHB3_12	697270	698328	+	1059	24
exon_PfHB3_000008800-t41_1-E2	PfHB3_00_20	16893	18287	-	1395	163
exon_PfHB3_000008800-t41_1-E1	PfHB3_00_20	19388	24724	-	5337	36
exon_PfHB3_070031100-t41_1-E1	PfHB3_07	1143450	1144085	-	636	8
exon_PfHB3_040018200-t41_1-E5	PfHB3_04	551978	551993	-	16	2
exon_PfHB3_040018200-t41_1-E4	PfHB3_04	552095	552193	-	99	5
exon_PfHB3_040018200-t41_1-E3	PfHB3_04	552321	552495	-	175	7
exon_PfHB3_040018200-t41_1-E2	PfHB3_04	552678	552810	-	133	13
exon_PfHB3_040018200-t41_1-E1	PfHB3_04	552946	552975	-	30	4
exon_PfHB3_120008400-t41_1-E1	PfHB3_12	155686	155979	-	294	1970
exon_PfHB3_120015500-t41_1-E1	PfHB3_12	458415	459050	+	636	35
exon_PfHB3_130013700-t41_1-E1	PfHB3_13	369173	369439	-	267	38
exon_PfHB3_110021600-t41_1-E1	PfHB3_11	617774	619558	+	1785	2398
exon_PfHB3_090036600-t41_1-E1	PfHB3_09	1249891	1250257	+	367	0
exon_PfHB3_090036600-t41_1-E2	PfHB3_09	1250415	1251781	+	1367	3
exon_PfHB3_090036600-t41_1-E3	PfHB3_09	1251973	1252302	+	330	4
exon_PfHB3_070011500-t41_1-E1	PfHB3_07	320922	325727	+	4806	137
exon_PfHB3_130056200-t41_1-E1	PfHB3_13	2031453	2032016	-	564	10
exon_PfHB3_140039400-t41_1-E2	PfHB3_14	1376480	1376720	-	241	13
exon_PfHB3_140039400-t41_1-E1	PfHB3_14	1377021	1383013	-	5993	27
exon_PfHB3_090010500-t41_1-E1	PfHB3_09	270074	273532	+	3459	172
exon_PfHB3_090010500-t41_1-E2	PfHB3_09	273682	273750	+	69	9
exon_PfHB3_090010500-t41_1-E3	PfHB3_09	273858	273905	+	48	6
exon_PfHB3_020009300-t41_1-E1	PfHB3_02	175234	176451	-	1218	246
exon_PfHB3_110050800-t41_1-E1	PfHB3_11	1819541	1819715	+	175	1
exon_PfHB3_110050800-t41_1-E2	PfHB3_11	1819941	1825799	+	5859	822
exon_PfHB3_110050800-t41_1-E3	PfHB3_11	1825921	1825999	+	79	36
exon_PfHB3_110050800-t41_1-E4	PfHB3_11	1826120	1826187	+	68	38
exon_PfHB3_110050800-t41_1-E5	PfHB3_11	1826311	1826372	+	62	28
exon_PfHB3_120049600-t41_1-E1	PfHB3_12	1877407	1877474	+	68	158
exon_PfHB3_120049600-t41_1-E2	PfHB3_12	1877670	1878228	+	559	599
exon_PfHB3_120049600-t41_1-E3	PfHB3_12	1878356	1878403	+	48	42
exon_PfHB3_130055900-t41_1-E1	PfHB3_13	2026045	2026472	+	428	10
exon_PfHB3_130055900-t41_1-E2	PfHB3_13	2026813	2027308	+	496	108
exon_PfHB3_030014700-t41_1-E1	PfHB3_03	397283	399658	+	2376	35
exon_PfHB3_100042100-t41_1-E1	PfHB3_10	1460283	1460319	+	37	444
exon_PfHB3_100042100-t41_1-E2	PfHB3_10	1460733	1460872	+	140	1178
exon_PfHB3_100042100-t41_1-E3	PfHB3_10	1460994	1461058	+	65	1519
exon_PfHB3_100042100-t41_1-E4	PfHB3_10	1461239	1461356	+	118	1861
exon_PfHB3_110036300-t41_1-E1	PfHB3_11	1191867	1192643	+	777	241
exon_PfHB3_050007200-t41_1-E1	PfHB3_05	108973	109027	+	55	0
exon_PfHB3_050007200-t41_1-E2	PfHB3_05	109233	109422	+	190	6
exon_PfHB3_050007200-t41_1-E3	PfHB3_05	109642	113203	+	3562	360
exon_PfHB3_060019200-t41_1-E1	PfHB3_06	573140	573212	+	73	4
exon_PfHB3_060019200-t41_1-E2	PfHB3_06	573453	574468	+	1016	40
exon_PfHB3_060019200-t41_1-E3	PfHB3_06	574713	576914	+	2202	111
exon_PfHB3_000013200:tRNA-t41_1-E1	PfHB3_API	5066	5138	+	73	0
exon_PfHB3_030025800-t41_1-E1	PfHB3_03	855127	855465	+	339	37
exon_PfHB3_030025800-t41_1-E2	PfHB3_03	855592	858450	+	2859	284
exon_PfHB3_030025800-t41_1-E3	PfHB3_03	858546	858718	+	173	50
exon_PfHB3_030025800-t41_1-E4	PfHB3_03	858825	858861	+	37	34
exon_PfHB3_030025800-t41_1-E5	PfHB3_03	859017	859118	+	102	48
exon_PfHB3_030025800-t41_1-E6	PfHB3_03	859319	859434	+	116	54
exon_PfHB3_030025800-t41_1-E7	PfHB3_03	859586	859642	+	57	36
exon_PfHB3_030025800-t41_1-E8	PfHB3_03	859789	859861	+	73	23
exon_PfHB3_030025800-t41_1-E9	PfHB3_03	859989	860084	+	96	36
exon_PfHB3_060026700-t41_1-E1	PfHB3_06	861525	861911	+	387	8
exon_PfHB3_100018800-t41_1-E1	PfHB3_10	525037	526011	+	975	128
exon_PfHB3_100007400-t41_1-E1	PfHB3_10	89864	89988	+	125	117
exon_PfHB3_100007400-t41_1-E2	PfHB3_10	90226	90306	+	81	127
exon_PfHB3_100007400-t41_1-E3	PfHB3_10	90488	90518	+	31	114
exon_PfHB3_100007400-t41_1-E4	PfHB3_10	90661	90746	+	86	110
exon_PfHB3_100007400-t41_1-E5	PfHB3_10	90880	90940	+	61	63
exon_PfHB3_120018700-t41_1-E1	PfHB3_12	579870	580151	+	282	29
exon_PfHB3_140059500-t41_1-E1	PfHB3_14	2243198	2245930	-	2733	670
exon_PfHB3_060036600-t41_1-E2	PfHB3_06	1293348	1294331	-	984	7
exon_PfHB3_060036600-t41_1-E1	PfHB3_06	1294566	1294619	-	54	0
exon_PfHB3_110031600-t41_1-E1	PfHB3_11	1017555	1017965	+	411	275
exon_PfHB3_120025800-t41_1-E1	PfHB3_12	829971	836822	-	6852	164
exon_PfHB3_120046700-t41_1-E1	PfHB3_12	1785389	1788082	-	2694	1370
exon_PfHB3_070026300-t41_1-E1	PfHB3_07	902868	903207	+	340	2
exon_PfHB3_070026300-t41_1-E2	PfHB3_07	903331	903385	+	55	0
exon_PfHB3_070026300-t41_1-E3	PfHB3_07	903619	903681	+	63	0
exon_PfHB3_070026300-t41_1-E4	PfHB3_07	903856	904474	+	619	1
exon_PfHB3_080028400-t41_1-E1	PfHB3_08	1019822	1023277	-	3456	977
exon_PfHB3_060018900-t41_1-E1	PfHB3_06	564492	566441	-	1950	9
exon_PfHB3_010014000-t41_1-E2	PfHB3_01	334962	337003	-	2042	119
exon_PfHB3_010014000-t41_1-E1	PfHB3_01	337114	337951	-	838	33
exon_PfHB3_040029000-t41_1-E1	PfHB3_04	1018731	1018777	+	47	0
exon_PfHB3_040029000-t41_1-E2	PfHB3_04	1019455	1020265	+	811	12
exon_PfHB3_080035100:rRNA-t41_1-E1	PfHB3_08	1291865	1292028	+	164	0
exon_PfHB3_100023500-t41_1-E1	PfHB3_10	708826	715740	+	6915	2729
exon_PfHB3_100023500-t41_1-E2	PfHB3_10	715855	716043	+	189	97
exon_PfHB3_010017100-t41_1-E2	PfHB3_01	446934	448484	-	1551	71
exon_PfHB3_010017100-t41_1-E1	PfHB3_01	448612	448839	-	228	17
exon_PfHB3_110030800-t41_1-E1	PfHB3_11	985934	986098	+	165	2
exon_PfHB3_110030800-t41_1-E2	PfHB3_11	986258	986443	+	186	7
exon_PfHB3_110030800-t41_1-E3	PfHB3_11	986595	986723	+	129	4
exon_PfHB3_140008200-t41_1-E1	PfHB3_14	125135	126607	-	1473	121
exon_PfHB3_100019800-t41_1-E1	PfHB3_10	572221	574536	+	2316	89
exon_PfHB3_120040000-t41_1-E1	PfHB3_12	1467509	1470973	-	3465	27
exon_PfHB3_040024400-t41_1-E1	PfHB3_04	833980	834780	+	801	45
exon_PfHB3_040028100-t41_1-E1	PfHB3_04	993931	994002	+	72	90
exon_PfHB3_040028100-t41_1-E2	PfHB3_04	994083	994955	+	873	670
exon_PfHB3_140027200-t41_1-E6	PfHB3_14	911718	913558	-	1841	14
exon_PfHB3_140027200-t41_1-E5	PfHB3_14	913649	914572	-	924	5
exon_PfHB3_140027200-t41_1-E4	PfHB3_14	914722	914810	-	89	0
exon_PfHB3_140027200-t41_1-E3	PfHB3_14	914985	915035	-	51	1
exon_PfHB3_140027200-t41_1-E2	PfHB3_14	915403	915459	-	57	0
exon_PfHB3_140027200-t41_1-E1	PfHB3_14	915629	915711	-	83	0
exon_PfHB3_130014700-t41_1-E1	PfHB3_13	425082	426161	-	1080	11
exon_PfHB3_140033500-t41_1-E1	PfHB3_14	1122676	1123416	-	741	89
exon_PfHB3_050035900-t41_1-E1	PfHB3_05	1269634	1277655	-	8022	97
exon_PfHB3_020020000-t41_1-E1	PfHB3_02	617101	619422	+	2322	394
exon_PfHB3_110024900-t41_1-E1	PfHB3_11	734602	737049	+	2448	360
exon_PfHB3_060023900-t41_1-E3	PfHB3_06	778155	778339	-	185	18
exon_PfHB3_060023900-t41_1-E2	PfHB3_06	778435	778924	-	490	35
exon_PfHB3_060023900-t41_1-E1	PfHB3_06	779085	780311	-	1227	62
exon_PfHB3_120013000-t41_1-E1	PfHB3_12	347711	350608	-	2898	35
exon_PfHB3_140012800-t41_1-E1	PfHB3_14	286231	287107	+	877	9
exon_PfHB3_140012800-t41_1-E2	PfHB3_14	287362	287423	+	62	1
exon_PfHB3_140012800-t41_1-E3	PfHB3_14	287534	287571	+	38	0
exon_PfHB3_140012800-t41_1-E4	PfHB3_14	287814	287863	+	50	1
exon_PfHB3_140012800-t41_1-E5	PfHB3_14	287951	288012	+	62	1
exon_PfHB3_140075000-t41_1-E1	PfHB3_14	2878193	2879506	+	1314	9
exon_PfHB3_130038600-t41_1-E1	PfHB3_13	1361497	1363168	+	1672	23
exon_PfHB3_130038600-t41_1-E2	PfHB3_13	1363309	1364481	+	1173	90
exon_PfHB3_130038600-t41_1-E3	PfHB3_13	1364627	1364787	+	161	25
exon_PfHB3_030007900-t41_1-E1	PfHB3_03	135890	137467	+	1578	108
exon_PfHB3_130076600:tRNA-t41_1-E1	PfHB3_13	2817348	2817418	+	71	0
exon_PfHB3_070034700-t41_1-E1	PfHB3_07	1313574	1313642	+	69	0
exon_PfHB3_070034700-t41_1-E2	PfHB3_07	1313744	1314571	+	828	1
exon_PfHB3_080009000-t41_1-E1	PfHB3_08	210802	211888	+	1087	331
exon_PfHB3_080009000-t41_1-E2	PfHB3_08	212239	212656	+	418	246
exon_PfHB3_080009000-t41_1-E3	PfHB3_08	213119	214004	+	886	441
exon_PfHB3_100020400-t41_1-E1	PfHB3_10	592433	593794	+	1362	58
exon_PfHB3_090037100-t41_1-E1	PfHB3_09	1266500	1266583	+	84	152
exon_PfHB3_090037100-t41_1-E2	PfHB3_09	1266905	1267018	+	114	201
exon_PfHB3_090037100-t41_1-E3	PfHB3_09	1267154	1267412	+	259	354
exon_PfHB3_090037100-t41_1-E4	PfHB3_09	1267787	1267845	+	59	246
exon_PfHB3_120015000-t41_1-E1	PfHB3_12	440686	441255	-	570	3
exon_PfHB3_130037800-t41_1-E1	PfHB3_13	1339893	1341338	+	1446	43
exon_PfHB3_050035300-t41_1-E1	PfHB3_05	1250616	1255922	-	5307	12
exon_PfHB3_020021800-t41_1-E3	PfHB3_02	692795	693030	-	236	73
exon_PfHB3_020021800-t41_1-E2	PfHB3_02	693163	693296	-	134	97
exon_PfHB3_020021800-t41_1-E1	PfHB3_02	693487	693542	-	56	56
exon_PfHB3_130020900-t41_1-E4	PfHB3_13	653766	653951	-	186	47
exon_PfHB3_130020900-t41_1-E3	PfHB3_13	654083	654253	-	171	77
exon_PfHB3_130020900-t41_1-E2	PfHB3_13	654431	654548	-	118	51
exon_PfHB3_130020900-t41_1-E1	PfHB3_13	654644	654789	-	146	21
exon_PfHB3_040022100-t41_1-E2	PfHB3_04	715835	718456	-	2622	474
exon_PfHB3_040022100-t41_1-E1	PfHB3_04	718458	719495	-	1038	184
exon_PfHB3_090023000-t41_1-E2	PfHB3_09	732432	733136	-	705	236
exon_PfHB3_090023000-t41_1-E1	PfHB3_09	733239	733496	-	258	96
exon_PfHB3_100023700-t41_1-E1	PfHB3_10	724362	725321	+	960	11
exon_PfHB3_130024700-t41_1-E1	PfHB3_13	785185	790614	+	5430	66
exon_PfHB3_070010800:tRNA-t41_1-E1	PfHB3_07	298985	299057	+	73	9
exon_PfHB3_110020200-t41_1-E1	PfHB3_11	567067	568464	+	1398	44
exon_PfHB3_040009600-t41_1-E1	PfHB3_04	214436	214486	+	51	10
exon_PfHB3_040009600-t41_1-E2	PfHB3_04	214801	224214	+	9414	2511
exon_PfHB3_130061700-t41_1-E1	PfHB3_13	2220232	2223285	-	3054	6
exon_PfHB3_090011100-t41_1-E1	PfHB3_09	293528	296035	-	2508	28
exon_PfHB3_050027100-t41_1-E1	PfHB3_05	909372	911663	-	2292	58
exon_PfHB3_120017600-t41_1-E1	PfHB3_12	542943	543965	+	1023	13
exon_PfHB3_000012100:tRNA-t41_1-E1	PfHB3_API	36	109	-	74	0
exon_PfHB3_000010400-t41_1-E1	PfHB3_00_37	5913	6002	+	90	2
exon_PfHB3_000010400-t41_1-E2	PfHB3_00_37	6217	6906	+	690	12
exon_PfHB3_040027300-t41_1-E2	PfHB3_04	948185	948418	-	234	41
exon_PfHB3_040027300-t41_1-E1	PfHB3_04	948559	948747	-	189	19
exon_PfHB3_100019700-t41_1-E1	PfHB3_10	569328	570869	+	1542	327
exon_PfHB3_040012100-t41_1-E2	PfHB3_04	316894	316919	-	26	0
exon_PfHB3_040012100-t41_1-E1	PfHB3_04	317472	317931	-	460	81
exon_PfHB3_060036900-t41_1-E1	PfHB3_06	1303017	1303070	+	54	1
exon_PfHB3_060036900-t41_1-E2	PfHB3_06	1303301	1304266	+	966	70
exon_PfHB3_140013800-t41_1-E1	PfHB3_14	323386	324744	+	1359	2024
